Owner,Repo,Description,URL,Language,Stars,Open Issues Count,Created At,Updated At,Size,Has Downloads,YML Count,YML Files
freeCodeCamp,freeCodeCamp/freeCodeCamp,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,https://github.com/freeCodeCamp/freeCodeCamp,TypeScript,383627,374,2014-12-24T17:49:19Z,2024-02-18T17:50:59Z,416691,True,21,"crowdin-download.client-ui.yml, crowdin-download.curriculum.yml, crowdin-download.docs.yml, crowdin-upload.client-ui.yml, crowdin-upload.curriculum.yml, crowdin-upload.docs.yml, curriculum-i18n.yml, e2e-mobile.yml, e2e-playwright.yml, e2e-third-party.yml, e2e-web.yml, github-autoclose.yml, github-labeler.yaml, github-no-i18n-via-prs.yml, github-no-web-commits.yml, github-spam.yml, i18n-validate-builds.yml, i18n-validate-prs.yml, node.js-tests.yml, temporary-container-checks.yml, update-license.yaml"
EbookFoundation,EbookFoundation/free-programming-books,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,Unknown,312063,36,2013-10-11T06:50:37Z,2024-02-18T18:27:32Z,18211,True,6,"check-urls.yml, comment-pr.yml, detect-conflicting-prs.yml, fpb-lint.yml, issues-pinner.yml, stale.yml"
sindresorhus,sindresorhus/awesome,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,Unknown,290274,42,2014-07-11T13:42:37Z,2024-02-18T18:27:52Z,1532,True,1,main.yml
public-apis,public-apis/public-apis,A collective list of free APIs,https://github.com/public-apis/public-apis,Python,279729,237,2016-03-20T23:49:42Z,2024-02-18T18:24:53Z,5088,True,3,"test_of_push_and_pull.yml, test_of_validate_package.yml, validate_links.yml"
jwasham,jwasham/coding-interview-university,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,Unknown,278120,56,2016-06-06T02:34:12Z,2024-02-18T18:33:06Z,21607,True,1,links_checker.yml
kamranahmedse,kamranahmedse/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,TypeScript,266482,944,2017-03-15T13:45:52Z,2024-02-18T18:34:37Z,2586102,True,3,"aws-costs.yml, deployment.yml, update-deps.yml"
facebook,facebook/react,The library for web and native user interfaces.,https://github.com/facebook/react,JavaScript,218805,1604,2013-05-24T16:15:54Z,2024-02-18T18:31:04Z,385835,True,3,"commit_artifacts.yml, devtools_check_repro.yml, fuzz_tests.yml"
vuejs,vuejs/vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",https://github.com/vuejs/vue,TypeScript,206385,606,2013-07-29T03:24:51Z,2024-02-18T16:10:33Z,32405,True,2,"ci.yml, release-tag.yml"
tensorflow,tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,https://github.com/tensorflow/tensorflow,C++,180742,2044,2015-11-07T01:19:20Z,2024-02-18T17:50:04Z,984235,True,17,"arm-cd.yml, arm-ci-extended-cpp.yml, arm-ci-extended.yml, arm-ci.yml, cffconvert.yml, issue-on-pr-rollback.yml, osv-scanner-scheduled.yml, pylint-presubmit.yml, release-branch-cherrypick.yml, scorecards-analysis.yml, sigbuild-docker-branch.yml, sigbuild-docker-presubmit.yml, sigbuild-docker.yml, stale-issues.yml, trusted-partners.yml, update-nightly.yml, update-rbe.yml"
trekhleb,trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,https://github.com/trekhleb/javascript-algorithms,JavaScript,180257,354,2018-03-24T07:47:04Z,2024-02-18T18:17:12Z,13363,True,1,CI.yml
TheAlgorithms,TheAlgorithms/Python,All Algorithms implemented in Python,https://github.com/TheAlgorithms/Python,Python,175828,227,2016-07-16T09:44:01Z,2024-02-18T17:49:01Z,14376,True,4,"build.yml, directory_writer.yml, project_euler.yml, ruff.yml"
ohmyzsh,ohmyzsh/ohmyzsh,"🙃   A delightful community-driven (with 2,200+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool so that makes it easy to keep up with the latest updates from the community.",https://github.com/ohmyzsh/ohmyzsh,Shell,166853,474,2009-08-28T18:15:37Z,2024-02-18T18:28:59Z,12155,True,4,"dependencies.yml, installer.yml, main.yml, project.yml"
twbs,twbs/bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",https://github.com/twbs/bootstrap,JavaScript,166844,529,2011-07-29T21:19:00Z,2024-02-18T18:28:10Z,239016,True,13,"browserstack.yml, bundlewatch.yml, calibreapp-image-actions.yml, codeql.yml, cspell.yml, css.yml, docs.yml, issue-close-require.yml, issue-labeled.yml, js.yml, lint.yml, node-sass.yml, release-notes.yml"
flutter,flutter/flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,https://github.com/flutter/flutter,Dart,160070,12291,2015-03-06T22:54:58Z,2024-02-18T17:52:53Z,119891,True,8,"coverage.yml, easy-cp.yml, labeler.yml, lock.yaml, minimal.yml, mirror.yml, no-response.yaml, scorecards-analysis.yml"
microsoft,microsoft/vscode,Visual Studio Code,https://github.com/microsoft/vscode,TypeScript,156241,7659,2015-09-03T20:23:38Z,2024-02-18T18:19:30Z,895350,True,21,"author-verified.yml, bad-tag.yml, basic.yml, ci.yml, deep-classifier-assign-monitor.yml, deep-classifier-runner.yml, deep-classifier-scraper.yml, deep-classifier-unassign-monitor.yml, english-please.yml, feature-request.yml, latest-release-monitor.yml, locker.yml, monaco-editor.yml, needs-more-info-closer.yml, no-yarn-lock-changes.yml, on-comment.yml, on-label.yml, on-open.yml, release-pipeline-labeler.yml, telemetry.yml, test-plan-item-validator.yml"
Snailclimb,Snailclimb/JavaGuide,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！,https://github.com/Snailclimb/JavaGuide,Java,140643,57,2018-05-07T13:27:00Z,2024-02-18T16:35:43Z,162462,True,1,test.yml
airbnb,airbnb/javascript,JavaScript Style Guide,https://github.com/airbnb/javascript,JavaScript,140434,161,2012-11-01T23:13:50Z,2024-02-18T18:25:52Z,3616,True,4,"node-pretest.yml, node.yml, rebase.yml, require-allow-edits.yml"
ytdl-org,ytdl-org/youtube-dl,Command-line program to download videos from YouTube.com and other video sites,https://github.com/ytdl-org/youtube-dl,Python,127056,4263,2010-10-31T14:35:07Z,2024-02-18T18:09:16Z,64812,True,1,ci.yml
huggingface,huggingface/transformers,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",https://github.com/huggingface/transformers,Python,120281,959,2018-10-29T13:56:00Z,2024-02-18T17:07:06Z,206337,True,27,"add-model-like.yml, build-docker-images.yml, build-nightly-ci-docker-images.yml, build-past-ci-docker-images.yml, build_documentation.yml, build_pr_documentation.yml, check_tiny_models.yml, doctests.yml, model-templates.yml, model_jobs.yml, release-conda.yml, self-nightly-past-ci-caller.yml, self-nightly-scheduled.yml, self-past.yml, self-push-amd-mi210-caller.yml, self-push-amd-mi250-caller.yml, self-push-amd.yml, self-push-caller.yml, self-push.yml, self-scheduled-amd-caller.yml, self-scheduled-amd-mi210-caller.yml, self-scheduled-amd-mi250-caller.yml, self-scheduled-amd.yml, self-scheduled.yml, stale.yml, update_metdata.yml, upload_pr_documentation.yml"
vercel,vercel/next.js,The React Framework,https://github.com/vercel/next.js,JavaScript,118251,2978,2016-10-05T23:32:51Z,2024-02-18T18:26:29Z,1925746,True,22,"build_and_deploy.yml, build_and_test.yml, build_reusable.yml, cancel.yml, code_freeze.yml, issue_lock.yml, issue_popular.yml, issue_stale.yml, nextjs-integration-test.yml, notify_release.yml, pull_request_popular.yml, pull_request_stats.yml, retry_test.yml, setup-nextjs-build.yml, test_e2e_deploy.yml, test_examples.yml, triage.yml, trigger_release.yml, turbo-daily-integration-test.yml, update-turbopack-test-manifest.yml, update_fonts_data.yml, upload-nextjs-integration-test-results.yml"
Chalarangelo,Chalarangelo/30-seconds-of-code,Short code snippets for all your development needs,https://github.com/Chalarangelo/30-seconds-of-code,JavaScript,118096,0,2017-11-29T17:35:03Z,2024-02-18T18:16:29Z,623116,True,5,"codeql-analysis.yml, deploy-production-push.yml, deploy-production.yml, label.yml, stale.yml"
avelino,avelino/awesome-go,"A curated list of awesome Go frameworks, libraries and software",https://github.com/avelino/awesome-go,Go,116827,202,2014-07-06T13:42:15Z,2024-02-18T18:24:08Z,10011,True,5,"check-for-spammy-issues.yml, pull-request-first-comment.yaml, run-check.yaml, site-deploy.yaml, tests.yaml"
facebook,facebook/react-native,A framework for building native applications using React,https://github.com/facebook/react-native,C++,114357,1142,2015-01-09T18:10:16Z,2024-02-18T18:26:59Z,865227,True,11,"apply-version-label-issue.yml, autorebase.yml, check-for-reproducer.yml, close_pr.yml, danger_pr.yml, ios-tests.yml, needs-attention.yml, nightlies-feedback.yml, on-issue-labeled.yml, run_e2e_tests.yml, stale-bot.yml"
electron,electron/electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",https://github.com/electron/electron,C++,110634,921,2013-04-12T01:47:36Z,2024-02-18T18:26:38Z,143491,True,11,"branch-created.yml, issue-commented.yml, issue-labeled.yml, issue-opened.yml, issue-unlabeled.yml, pull-request-labeled.yml, scorecards.yml, semantic.yml, stable-prep-items.yml, stale.yml, update_appveyor_image.yml"
d3,d3/d3,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",https://github.com/d3/d3,Shell,107237,15,2010-09-27T17:22:42Z,2024-02-18T08:57:31Z,58798,True,2,"deploy.yml, test.yml"
yangshun,yangshun/tech-interview-handbook,💯 Curated coding interview preparation materials for busy software engineers,https://github.com/yangshun/tech-interview-handbook,TypeScript,106999,34,2016-07-05T05:00:48Z,2024-02-18T18:05:46Z,31488,True,2,"lint.yml, tsc.yml"
axios,axios/axios,Promise based HTTP client for the browser and node.js,https://github.com/axios/axios,JavaScript,103392,609,2014-08-18T22:30:27Z,2024-02-18T15:38:29Z,13600,True,8,"ci.yml, codeql-analysis.yml, depsreview.yaml, notify.yml, npm-tag.yml, pr.yml, publish.yml, stale.yml"
nodejs,nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,https://github.com/nodejs/node,JavaScript,101884,2058,2014-11-26T19:57:11Z,2024-02-18T18:33:47Z,1087773,True,32,"auto-start-ci.yml, build-tarball.yml, build-windows.yml, close-stale-feature-requests.yml, close-stale-pull-requests.yml, close-stalled.yml, comment-labeled.yml, commit-lint.yml, commit-queue.yml, coverage-linux-without-intl.yml, coverage-linux.yml, coverage-windows.yml, daily-wpt-fyi.yml, daily.yml, doc.yml, find-inactive-collaborators.yml, find-inactive-tsc.yml, label-flaky-test-issue.yml, label-pr.yml, license-builder.yml, linters.yml, notify-on-push.yml, scorecard.yml, test-asan.yml, test-internet.yml, test-linux.yml, test-macos.yml, timezone-update.yml, tools.yml, update-openssl.yml, update-release-links.yml, update-v8.yml"
facebook,facebook/create-react-app,Set up a modern web app by running one command.,https://github.com/facebook/create-react-app,JavaScript,101573,2162,2016-07-17T14:55:11Z,2024-02-18T17:26:23Z,25222,True,3,"build-and-test.yml, e2e-base.yml, lint.yml"
mrdoob,mrdoob/three.js,JavaScript 3D Library.,https://github.com/mrdoob/three.js,JavaScript,97505,483,2010-03-23T18:58:01Z,2024-02-18T18:09:20Z,1343363,False,4,"ci.yml, codeql-code-scanning.yml, read-size.yml, report-size.yml"
microsoft,microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,https://github.com/microsoft/TypeScript,TypeScript,96772,6133,2014-06-17T15:28:39Z,2024-02-18T18:09:22Z,2443854,True,17,"accept-baselines-fix-lints.yaml, ci.yml, close-issues.yml, codeql.yml, create-cherry-pick-pr.yml, error-deltas-watchdog.yaml, new-release-branch.yaml, nightly.yaml, pr-modified-files.yml, release-branch-artifact.yaml, rich-navigation.yml, scorecard.yml, set-version.yaml, sync-branch.yaml, sync-wiki.yml, twoslash-repros.yaml, update-package-lock.yaml"
goldbergyoni,goldbergyoni/nodebestpractices,:white_check_mark:  The Node.js best practices list (February 2024),https://github.com/goldbergyoni/nodebestpractices,Dockerfile,95316,70,2017-09-15T08:33:19Z,2024-02-18T18:24:52Z,69832,True,3,"automerge-prs.yml, lint-and-generate-html-from-markdown.yml, update-date-in-last-update-badge.yml"
angular,angular/angular,Deliver web apps with confidence 🚀,https://github.com/angular/angular,TypeScript,93610,1625,2014-09-18T16:12:01Z,2024-02-18T18:26:59Z,489556,True,15,"adev-preview-build.yml, adev-preview-deploy.yml, aio-preview-build.yml, aio-preview-deploy.yml, assistant-to-the-branch-manager.yml, benchmark-compare.yml, ci-privileged.yml, ci.yml, dev-infra.yml, google-internal-tests.yml, merge-ready-status.yml, monitoring.yml, scorecard.yml, update-cli-help.yml, update-events.yml"
microsoft,microsoft/terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",https://github.com/microsoft/terminal,C++,92771,1531,2017-08-11T18:38:22Z,2024-02-18T16:58:23Z,138783,True,4,"addToProject.yml, similarIssues.yml, spelling2.yml, winget.yml"
denoland,denoland/deno,A modern runtime for JavaScript and TypeScript.,https://github.com/denoland/deno,Rust,92344,1882,2018-05-15T01:34:26Z,2024-02-18T15:42:49Z,113577,True,7,"bench_cron.yml, cargo_publish.yml, ci.yml, post_publish.yml, start_release.yml, version_bump.yml, wpt_epoch.yml"
mui,mui/material-ui,"MUI Core: Ready-to-use foundational React components, free forever. It includes Material UI, which implements Google's Material Design.",https://github.com/mui/material-ui,TypeScript,90775,1874,2014-08-18T19:11:54Z,2024-02-18T15:19:51Z,500081,True,13,"check-if-pr-has-label.yml, ci-check.yml, ci.yml, codeql.yml, ensure-triage-label.yml, issue-cleanup.yml, maintenance.yml, mark-duplicate.yml, no-response.yml, priority-support-validation-prompt.yml, scorecards.yml, support-stackoverflow.yml, vale-action.yml"
rust-lang,rust-lang/rust,Empowering everyone to build reliable and efficient software.,https://github.com/rust-lang/rust,Rust,90126,9628,2010-06-16T20:39:03Z,2024-02-18T18:13:01Z,1244951,True,2,"ci.yml, dependencies.yml"
ant-design,ant-design/ant-design,An enterprise-class UI design language and React UI library,https://github.com/ant-design/ant-design,TypeScript,89363,1132,2015-04-24T15:37:24Z,2024-02-18T17:57:16Z,184587,True,30,"discussion-open-check.yml, issue-check-inactive.yml, issue-close-require.yml, issue-labeled.yml, issue-open-check.yml, issue-remove-inactive.yml, mock-project-build.yml, pr-check-ci.yml, pr-check-merge.yml, pr-contributor-welcome.yml, pr-open-check.yml, pr-open-notify.yml, preview-build.yml, preview-deploy.yml, preview-start.yml, rebase.yml, release-dingtalk.yml, release-tweet.yml, site-deploy.yml, size-limit.yml, sync-gitee.yml, test.yml, upgrade-deps.yml, verify-files-modify.yml, verify-package-version.yml, visual-regression-diff-build.yml, visual-regression-diff-finish.yml, visual-regression-diff-start.yml, visual-regression-persist-finish.yml, visual-regression-persist-start.yml"
puppeteer,puppeteer/puppeteer,Node.js API for Chrome ,https://github.com/puppeteer/puppeteer,TypeScript,86142,301,2017-05-09T22:16:13Z,2024-02-18T15:17:15Z,709851,True,11,"canary.yml, changed-packages.yml, ci.yml, clear-caches.yml, deflake.yml, devtools.yml, issue-analyzer.yml, pre-release.yml, publish.yml, scorecards-analysis.yml, update-browser-pins.yml"
iluwatar,iluwatar/java-design-patterns,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,Java,85747,222,2014-08-09T16:45:18Z,2024-02-18T15:04:26Z,31560,True,2,"maven-ci.yml, maven-pr-builder.yml"
storybookjs,storybookjs/storybook,"Storybook is a frontend workshop for building UI components and pages in isolation. Made for UI development, testing, and documentation. ",https://github.com/storybookjs/storybook,TypeScript,81995,1825,2016-03-18T04:23:44Z,2024-02-18T18:34:37Z,793709,True,13,"canary-release-pr.yml, cron-weekly.yml, danger-js.yml, generate-sandboxes-main.yml, generate-sandboxes-next.yml, handle-release-branches.yml, prepare-non-patch-release.yml, prepare-patch-release.yml, publish.yml, scorecards.yml, stale.yml, tests-unit.yml, trigger-circle-ci-workflow.yml"
papers-we-love,papers-we-love/papers-we-love,Papers from the computer science community to read and discuss.,https://github.com/papers-we-love/papers-we-love,Shell,81809,18,2013-12-15T14:31:41Z,2024-02-18T18:17:43Z,230570,True,1,lychee.yml
nvbn,nvbn/thefuck,Magnificent app which corrects your previous console command.,https://github.com/nvbn/thefuck,Python,81410,324,2015-04-08T15:08:04Z,2024-02-18T18:10:17Z,4043,True,1,test.yml
godotengine,godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,https://github.com/godotengine/godot,C++,80741,11881,2014-01-04T16:05:36Z,2024-02-18T18:11:54Z,1303800,True,9,"android_builds.yml, godot_cpp_test.yml, ios_builds.yml, linux_builds.yml, macos_builds.yml, runner.yml, static_checks.yml, web_builds.yml, windows_builds.yml"
animate-css,animate-css/animate.css,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,https://github.com/animate-css/animate.css,CSS,79406,65,2011-10-12T10:07:38Z,2024-02-18T18:01:27Z,1897,True,1,codeql-analysis.yml
gothinkster,gothinkster/realworld,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",https://github.com/gothinkster/realworld,TypeScript,77701,76,2016-02-26T20:49:53Z,2024-02-18T17:47:02Z,36885,True,5,"codeql.yml, continuous-deployment.yaml, continuous-integration.yaml, pr.yml, spammy-guardian.yml"
fatedier,fatedier/frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,https://github.com/fatedier/frp,Go,77254,95,2015-12-21T15:24:59Z,2024-02-18T18:13:59Z,28635,True,4,"build-and-push-image.yml, golangci-lint.yml, goreleaser.yml, stale.yml"
tensorflow,tensorflow/models,Models and examples built with TensorFlow,https://github.com/tensorflow/models,Python,76410,1201,2016-02-05T01:15:20Z,2024-02-18T14:48:46Z,635338,True,2,"ci.yml, stale.yaml"
tailwindlabs,tailwindlabs/tailwindcss,A utility-first CSS framework for rapid UI development.,https://github.com/tailwindlabs/tailwindcss,HTML,76238,26,2017-10-06T14:59:14Z,2024-02-18T18:17:29Z,101965,True,6,"ci.yml, integration-tests.yml, issue_on_comment.yml, prepare-release.yml, release-insiders.yml, release.yml"
laravel,laravel/laravel,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",https://github.com/laravel/laravel,PHP,76049,31,2011-06-08T03:06:08Z,2024-02-18T15:30:02Z,10722,True,4,"issues.yml, pull-requests.yml, tests.yml, update-changelog.yml"
iptv-org,iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,https://github.com/iptv-org/iptv,JavaScript,75895,20,2018-11-14T22:00:57Z,2024-02-18T18:09:27Z,535959,True,3,"check.yml, format.yml, update.yml"
django,django/django,The Web framework for perfectionists with deadlines.,https://github.com/django/django,Python,75632,171,2012-04-28T02:47:18Z,2024-02-18T17:38:37Z,246927,True,9,"benchmark.yml, docs.yml, linters.yml, new_contributor_pr.yml, schedule_tests.yml, schedules.yml, screenshots.yml, selenium.yml, tests.yml"
sveltejs,sveltejs/svelte,Cybernetically enhanced web apps,https://github.com/sveltejs/svelte,JavaScript,75470,1025,2016-11-20T18:13:05Z,2024-02-18T17:48:17Z,103225,True,3,"ci.yml, ecosystem-ci-trigger.yml, release.yml"
pytorch,pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,https://github.com/pytorch/pytorch,Python,75469,13503,2016-08-13T05:26:41Z,2024-02-18T16:46:58Z,1054361,True,82,"_android-build-test.yml, _android-full-build-test.yml, _bazel-build-test.yml, _binary-build-linux.yml, _binary-test-linux.yml, _binary-upload.yml, _buck-build-test.yml, _docs.yml, _ios-build-test.yml, _linux-build.yml, _linux-test.yml, _mac-build.yml, _mac-test-mps.yml, _mac-test.yml, _rocm-test.yml, _run_android_tests.yml, _win-build.yml, _win-test.yml, _xpu-test.yml, assigntome-docathon.yml, auto_request_review.yml, build-android-binaries.yml, build-ios-binaries.yml, build-triton-wheel.yml, check-labels.yml, check_mergeability_ghstack.yml, cherry-pick.yml, close-nonexistent-disable-issues.yml, create_release.yml, delete_old_branches.yml, docker-builds.yml, docker-release.yml, generated-linux-aarch64-binary-manywheel-nightly.yml, generated-linux-binary-conda-nightly.yml, generated-linux-binary-libtorch-cxx11-abi-main.yml, generated-linux-binary-libtorch-cxx11-abi-nightly.yml, generated-linux-binary-libtorch-pre-cxx11-main.yml, generated-linux-binary-libtorch-pre-cxx11-nightly.yml, generated-linux-binary-manywheel-main.yml, generated-linux-binary-manywheel-nightly.yml, generated-macos-arm64-binary-conda-nightly.yml, generated-macos-arm64-binary-libtorch-cxx11-abi-nightly.yml, generated-macos-arm64-binary-wheel-nightly.yml, generated-macos-binary-conda-nightly.yml, generated-macos-binary-libtorch-cxx11-abi-nightly.yml, generated-macos-binary-wheel-nightly.yml, generated-windows-binary-conda-nightly.yml, generated-windows-binary-libtorch-debug-main.yml, generated-windows-binary-libtorch-debug-nightly.yml, generated-windows-binary-libtorch-release-main.yml, generated-windows-binary-libtorch-release-nightly.yml, generated-windows-binary-wheel-nightly.yml, inductor-perf-compare.yml, inductor-perf-test-nightly.yml, inductor-periodic.yml, inductor.yml, labeler.yml, lint-bc.yml, lint.yml, mac-mps.yml, nightly-rockset-uploads.yml, nightly.yml, periodic.yml, pull.yml, revert.yml, rocm.yml, scorecards.yml, slow.yml, stale.yml, target-determination-indexer.yml, trunk.yml, trymerge.yml, tryrebase.yml, unstable-periodic.yml, unstable.yml, update-viablestrict.yml, update_pytorch_labels.yml, upload-alerts.yml, upload-test-stats.yml, upload-torch-dynamo-perf-stats.yml, weekly.yml, xpu.yml"
tonsky,tonsky/FiraCode,Free monospaced font with programming ligatures,https://github.com/tonsky/FiraCode,Clojure,74495,380,2014-11-11T19:32:38Z,2024-02-18T18:23:48Z,88624,True,1,build.yml
gin-gonic,gin-gonic/gin,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",https://github.com/gin-gonic/gin,Go,74235,766,2014-06-16T23:57:25Z,2024-02-18T18:05:37Z,3117,True,3,"codeql.yml, gin.yml, goreleaser.yml"
opencv,opencv/opencv,Open Source Computer Vision Library,https://github.com/opencv/opencv,C++,74116,2534,2012-07-19T09:40:17Z,2024-02-18T17:54:38Z,527814,True,3,"PR-4.x.yaml, arm64-build-checks.yml, lint_python.yml"
neovim,neovim/neovim,Vim-fork focused on extensibility and usability,https://github.com/neovim/neovim,Vim Script,74064,1720,2014-01-31T13:39:22Z,2024-02-18T18:28:02Z,254471,True,16,"backport.yml, build.yml, codeql.yml, coverity.yml, docs.yml, labeler_issue.yml, labeler_pr.yml, lintcommit.yml, news.yml, optional.yml, release.yml, response.yml, reviewers_add.yml, reviewers_remove.yml, test.yml, vim_patches.yml"
bitcoin,bitcoin/bitcoin,Bitcoin Core integration/staging tree,https://github.com/bitcoin/bitcoin,C++,74045,682,2010-12-19T15:16:43Z,2024-02-18T18:09:49Z,249388,False,1,ci.yml
nvm-sh,nvm-sh/nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,https://github.com/nvm-sh/nvm,Shell,73853,407,2010-04-15T17:47:47Z,2024-02-18T16:54:00Z,3576,True,9,"latest-npm.yml, lint.yml, rebase.yml, release.yml, require-allow-edits.yml, shellcheck.yml, tests.yml, toc.yml, windows-npm.yml"
doocs,doocs/advanced-java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,https://github.com/doocs/advanced-java,Java,73374,3,2018-10-06T11:38:30Z,2024-02-18T16:04:29Z,33503,True,3,"compress.yml, starcharts.yml, sync.yml"
spring-projects,spring-projects/spring-boot,Spring Boot,https://github.com/spring-projects/spring-boot,Java,71692,638,2012-10-19T15:02:57Z,2024-02-18T18:26:48Z,169683,True,2,"build-pull-request.yml, gradle-wrapper-validation.yml"
gohugoio,gohugoio/hugo,The world’s fastest framework for building websites.,https://github.com/gohugoio/hugo,Go,71338,470,2013-07-04T15:26:26Z,2024-02-18T15:04:38Z,122079,True,3,"stale.yml, test-dart-sass-v1.yml, test.yml"
vuejs,vuejs/awesome-vue,🎉 A curated list of awesome things related to Vue.js,https://github.com/vuejs/awesome-vue,Unknown,70523,47,2015-10-20T00:16:14Z,2024-02-18T17:01:30Z,12698,True,1,readme-lint-double-link.yml
typicode,typicode/json-server,Get a full fake REST API with zero coding in less than 30 seconds (seriously),https://github.com/typicode/json-server,JavaScript,70505,665,2013-11-27T13:21:13Z,2024-02-18T18:17:35Z,4300,True,1,node.js.yml
jaywcjlove,jaywcjlove/awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.",https://github.com/jaywcjlove/awesome-mac,JavaScript,69171,144,2016-07-17T15:33:47Z,2024-02-18T17:44:35Z,12552,True,1,ci.yml
tiangolo,tiangolo/fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",https://github.com/tiangolo/fastapi,Python,68311,470,2018-12-08T08:21:47Z,2024-02-18T18:22:46Z,20284,True,10,"build-docs.yml, deploy-docs.yml, issue-manager.yml, label-approved.yml, latest-changes.yml, notify-translations.yml, people.yml, publish.yml, smokeshow.yml, test.yml"
home-assistant,home-assistant/core,:house_with_garden: Open source home automation that puts local control and privacy first.,https://github.com/home-assistant/core,Python,67381,3039,2013-09-17T07:29:48Z,2024-02-18T18:20:43Z,589221,True,7,"builder.yml, ci.yaml, codeql.yml, lock.yml, stale.yml, translations.yml, wheels.yml"
moby,moby/moby,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,https://github.com/moby/moby,Go,67375,3342,2013-01-18T18:10:57Z,2024-02-18T13:11:44Z,210042,True,10,".dco.yml, .test-prepare.yml, .test.yml, .windows.yml, bin-image.yml, buildkit.yml, ci.yml, test.yml, windows-2019.yml, windows-2022.yml"
netdata,netdata/netdata,The open-source observability platform everyone needs!,https://github.com/netdata/netdata,C,67133,283,2013-06-17T18:39:10Z,2024-02-18T13:00:27Z,181255,True,20,"add-to-project.yml, build.yml, checks.yml, cloud_regression.yml, codeql.yml, coverity.yml, dashboard-pr.yml, docker.yml, generate-integrations.yml, kickstart-upload.yml, labeler.yml, monitor-releases.yml, packagecloud.yml, packaging.yml, platform-eol-check.yml, release.yml, repoconfig-packages.yml, review.yml, tests.yml, trigger-learn-update.yml"
thedaviddias,thedaviddias/Front-End-Checklist,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,https://github.com/thedaviddias/Front-End-Checklist,Unknown,66977,4,2017-10-16T10:12:36Z,2024-02-18T18:09:50Z,2883,True,1,stale.yml
elastic,elastic/elasticsearch,"Free and Open, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,Java,66767,4750,2010-02-08T13:20:56Z,2024-02-18T17:28:44Z,1166009,True,2,"docs-preview-links.yml, gradle-wrapper-validation.yml"
hakimel,hakimel/reveal.js,The HTML Presentation Framework,https://github.com/hakimel/reveal.js,JavaScript,66488,783,2011-06-07T18:54:22Z,2024-02-18T18:29:22Z,23948,True,1,js.yml
pallets,pallets/flask,The Python micro framework for building web applications.,https://github.com/pallets/flask,Python,65766,4,2010-04-06T11:11:59Z,2024-02-18T17:02:13Z,10434,True,3,"lock.yaml, publish.yaml, tests.yaml"
